no,core,peripheral,key,major,minor
1,0,0,0,124,10
2,0,0,0,224,28
3,0,0,0,340,43
4,0,0,0,473,54
5,0,0,0,613,69
6,0,0,0,736,76
7,0,0,0,852,87
8,0,0,0,969,93
9,0,0,0,1104,107
10,0,0,0,1234,114
11,0,0,0,1353,122
12,0,0,0,1486,138
13,0,0,0,1589,147
14,0,0,0,1717,167
15,0,0,0,1833,175
16,0,0,0,1953,185
