Commit;Size
3d5698994e1ce2825106b07b2ece9503c683055b;200.0
f5dceebb970581443bcfbf580382cbb748cd9267;125.0
3d250c75e2658388ed84fd1a9ebfa93be051b642;120.0
d71bd611450ef12ebc28114dc20277e56b44e427;100.0
58f0c914d0c980dde15ba0e9bdff2e13328dd54b;100.0
f8fe2fac7d323d809fecc597c155b7fd26ab77c8;133.33333333333334
70d3cf1ed00ee4a72ee6829ceabb777d2de0903a;100.0
1f9fb71d7cbaedf23e191a837ac9a6daf8f446d5;162.5
d8d3965e2dff60ebff0b27d32effe6ab663aaa5b;123.07692307692308
0a949e7670a825f123f312d572659c97a228db69;100.0
fb0131106481f0b9a8fdc13b9879a5482219c736;118.75
b16cb0f913cc0fe744bca2cf38ea84cc38918eec;105.26315789473684
d5b218ce9c407d105863f6992f3d2f12be95f29e;100.0
81170a8b0e72eb7d3a45ace61b0443503bce9333;135.0
cefea5630d621fad77c8016408fc6a030e4de929;100.0
b786d0e434212d6b678375a93b5a2a66aee5db7a;100.0
4f80777f81dbef116518f3c55c442c264bf043f2;100.0
3ca51451a9b99dc7532b9b25a8d7d69fcc080f0e;100.0
2a572635897da3ea98b0d26c134263f8d42ab136;103.70370370370371
592060d088dd76d4646a5024f63559fa46a99e9e;100.0
6e32b883df7911aa566994c13e8f86714e89b30a;121.42857142857143
206ef0c2534fa7e88f32477f81800cd6d0aa0e2c;100.0
ea02df37f8882c4975908459dcaea7ca9d502d18;100.0
c0025b0335d8af8e75796c6ef2a92570b9a5bd0c;100.0
a725d08c1be64513e8a1c41bc20bcbfcafe461eb;100.0
406830383507096e14891bcaf0136b4407714ee2;102.94117647058823
0b43df4865f5461fd60e811e83a39319116d9dbc;105.71428571428571
dc93807a0e8c7bb6917b2300801a065c9e291311;100.0
620d1f758e5c9c950db3fa4de50cfc505dcaf36a;100.0
94ba73cfcdbf7a13b6717051454dcf1b7cd2e67c;113.51351351351352
2b580841eb71d001d36358c703ba55523640477c;100.0
9804c0d8be183925d28a71b47bf25a0281434944;100.0
3748a106a86d9b79c1a12d113dde5037bbbb615e;100.0
6be5d41eeb81cf5eb8f5f5aa771e866ba66ce7f5;107.14285714285714
4122be457e5fc76f11ce04b023feb71918a8bb23;102.22222222222223
ff5c3720d85f65bedf728d6e0a8ae98e05036bfd;100.0
bfe998d6cc8d9eda56bf3b61a198ed17c7df4c7c;100.0
105c4f4a85397aa8a374458ed0c32f5029408e76;106.52173913043478
2d5f58d63c6ec626d1fdd2569d2f271e03ec7946;100.0
57bb748a0f27bf234330c5170414269a515c622f;132.6530612244898
8ddab0c0cc5ff7d14787eb1e2dc97e2c10e8cd3a;98.46153846153847
952aa26f31e8df58b29bf940e58ee586f93a6d83;129.6875
4a4fad76a9cdce04bb63b7438655c71017466cdb;100.0
d6f18da6c01eab0922c69802860049a1a19622ba;100.0
beef19cceb7fee3041fadb025c97ab2465c31bf9;100.0
e0abb6c27bc6a410f4c91c84f799f7b6f2372bb4;100.0
2891d7bf0c351f76de14ed744af6b77a7c49db54;100.0
e96fb016bf233cfde72aa68027f980a8e95b24ef;109.63855421686748
9629cfe3466d6c7de6ea3489d503d57dff79e68a;100.0
d0faee16ce43811a8acaa64d2d37ee214c368c47;100.0
480ed8e9fc6d54f584aff9ffe6284196b5f72eba;100.0
e46e27f2c025296322c777e9c12fa1776304fc65;100.0
ddabd35cd806a4eac8095bbd37ba04fd3e68fc4e;100.0
46b50c6cbec118c3b257ad15a209885e88e8a88a;100.0
212494671f36ecf262f430dd0e9ab4ef6558671a;100.0
bf9bf4817ad659672caf65c90650ddf086f3e935;100.0
3aeda251b087c34aa242b4f6e3987e070b824363;100.0
1880190f9276b2f76fe9e32283fde311feaa426f;100.0
