no,core,peripheral,key,major,minor
1,0,0,155,78,10
2,0,0,475,250,28
3,0,0,794,427,58
4,0,0,1102,593,89
5,0,0,1406,764,112
6,0,0,1724,922,131
7,0,0,2034,1079,141
8,0,0,2346,1263,151
9,0,0,2657,1421,172
10,0,0,2968,1582,189
11,0,0,3284,1765,205
12,0,0,3601,1930,231
13,0,0,3923,2082,255
14,0,0,4248,2241,281
15,0,0,4569,2428,295
16,0,0,4875,2597,321
17,0,0,5186,2770,344
