no,core,peripheral,key,major,minor
1,0,0,149,81,11
2,0,0,461,251,48
3,0,0,782,425,79
4,0,0,1090,588,97
5,0,0,1402,773,114
6,0,0,1713,932,127
7,0,0,2027,1113,149
8,0,0,2343,1303,178
9,0,0,2644,1465,194
10,0,0,2959,1631,216
11,0,0,3277,1793,245
12,0,0,3595,1951,273
13,0,0,3914,2111,291
14,0,0,4233,2276,311
15,0,0,4550,2462,331
16,0,0,4854,2647,353
17,0,0,5174,2803,374
