no,core,peripheral,key,major,minor
1,0,0,0,134,30
2,0,0,0,441,72
3,0,0,0,753,111
4,0,0,0,1080,161
5,0,0,0,1416,200
6,0,0,0,1719,245
7,0,0,0,2007,298
8,0,0,0,2306,346
9,0,0,0,2615,397
10,0,0,0,2918,432
11,0,0,0,3213,477
12,0,0,0,3500,525
13,0,0,0,3824,579
14,0,0,0,4143,640
15,0,0,0,4433,686
16,0,0,0,4731,736
