no,core,peripheral,key,major,minor
1,0,0,0,144,19
2,0,0,0,442,67
3,0,0,0,776,118
4,0,0,0,1092,167
5,0,0,0,1373,216
6,0,0,0,1655,271
7,0,0,0,1925,320
8,0,0,0,2238,366
9,0,0,0,2553,416
10,0,0,0,2836,462
11,0,0,0,3126,503
12,0,0,0,3415,553
13,0,0,0,3733,597
14,0,0,0,4068,642
15,0,0,0,4352,691
16,0,0,0,4669,747
